experiment_id,model,dataset,epoch,train_loss,val_mean_rank,val_mrr,val_hits@10,elapsed_sec
rotate-20250902_083124,rotate,FB15k_237,38,0.4301068632828261,,,,33.44081473350525
rotate-20250902_083124,rotate,FB15k_237,39,0.4204055965811963,,,,34.11785435676575
rotate-20250902_083124,rotate,FB15k_237,40,0.41086981565271125,,,,34.49294137954712
rotate-20250902_083124,rotate,FB15k_237,41,0.4003465491985711,,,,35.1928288936615
rotate-20250902_083124,rotate,FB15k_237,42,0.39047090167655196,,,,35.934000968933105
rotate-20250902_083124,rotate,FB15k_237,43,0.38004544263206025,,,,36.67647981643677
rotate-20250902_083124,rotate,FB15k_237,44,0.37083498398892256,,,,37.484658002853394
rotate-20250902_083124,rotate,FB15k_237,45,0.3602655817769848,,,,38.15771985054016
rotate-20250902_083124,rotate,FB15k_237,46,0.35095882532301886,,,,38.82648849487305
rotate-20250902_083124,rotate,FB15k_237,47,0.34165915979235606,,,,39.52106809616089
rotate-20250902_083124,rotate,FB15k_237,48,0.33158671841469733,,,,40.208966970443726
rotate-20250902_083124,rotate,FB15k_237,49,0.32331668341128933,,,,40.91389179229736
rotate-20250902_083124,rotate,FB15k_237,50,0.31463267374285775,1175.7471923828125,0.11855462938547134,0.22583404619332764,41.61031675338745
rotate-20250902_083124,rotate,FB15k_237,51,0.3052225162916878,,,,45.488637924194336
rotate-20250902_083124,rotate,FB15k_237,52,0.2973849445626887,,,,46.19920587539673
rotate-20250902_083124,rotate,FB15k_237,53,0.2888454405114715,,,,46.992228269577026
rotate-20250902_083124,rotate,FB15k_237,54,0.2810797078908941,,,,47.73678755760193
rotate-20250902_083124,rotate,FB15k_237,55,0.27340516185718006,,,,48.39877891540527
rotate-20250902_083124,rotate,FB15k_237,56,0.2654651007470171,,,,49.038872718811035
rotate-20250902_083124,rotate,FB15k_237,57,0.25857820078562743,,,,49.68074035644531
rotate-20250902_083124,rotate,FB15k_237,58,0.2521772988301716,,,,50.37415623664856
rotate-20250902_083124,rotate,FB15k_237,59,0.2443305984487993,,,,51.05279064178467
rotate-20250902_083124,rotate,FB15k_237,60,0.2385427290645076,,,,51.81112456321716
rotate-20250902_083124,rotate,FB15k_237,61,0.2321583830321078,,,,52.5855929851532
rotate-20250902_083124,rotate,FB15k_237,62,0.22627801306345446,,,,53.276511907577515
rotate-20250902_083124,rotate,FB15k_237,63,0.22012927340594432,,,,53.98206830024719
rotate-20250902_083124,rotate,FB15k_237,64,0.21498690714960625,,,,54.65700840950012
rotate-20250902_083124,rotate,FB15k_237,65,0.20968575963561456,,,,55.328861236572266
rotate-20250902_083124,rotate,FB15k_237,66,0.20479181505507094,,,,55.99086904525757
rotate-20250902_083124,rotate,FB15k_237,67,0.20018839206045966,,,,56.6421434879303
rotate-20250902_083124,rotate,FB15k_237,68,0.19576664813837746,,,,57.273499488830566
rotate-20250902_083124,rotate,FB15k_237,69,0.19135520926473237,,,,58.1206316947937
rotate-20250902_083124,rotate,FB15k_237,70,0.1870385331687465,,,,58.78595042228699
rotate-20250902_083124,rotate,FB15k_237,71,0.18282980738793328,,,,59.40957021713257
rotate-20250902_083124,rotate,FB15k_237,72,0.17926999393336432,,,,59.73219680786133
rotate-20250902_083124,rotate,FB15k_237,73,0.17546497439352665,,,,60.019965171813965
rotate-20250902_083124,rotate,FB15k_237,74,0.17181752813187018,,,,60.31112098693848
rotate-20250902_083124,rotate,FB15k_237,75,0.1687449825103435,402.46502685546875,0.21757872402668,0.38243512974051896,60.59896421432495
rotate-20250902_083124,rotate,FB15k_237,76,0.16527202933199286,,,,64.13188791275024
rotate-20250902_083124,rotate,FB15k_237,77,0.1625975578037124,,,,64.76958441734314
rotate-20250902_083124,rotate,FB15k_237,78,0.1597798485322918,,,,65.43769717216492
rotate-20250902_083124,rotate,FB15k_237,79,0.1572580300610342,,,,66.12194085121155
rotate-20250902_083124,rotate,FB15k_237,80,0.1547270146767618,,,,66.80994629859924
rotate-20250902_083124,rotate,FB15k_237,81,0.15111062448074977,,,,67.54744052886963
rotate-20250902_083124,rotate,FB15k_237,82,0.14941582308165494,,,,68.38079786300659
rotate-20250902_083124,rotate,FB15k_237,83,0.14721776321077198,,,,68.684330701828
rotate-20250902_083124,rotate,FB15k_237,84,0.14521735721784168,,,,69.3406388759613
rotate-20250902_083124,rotate,FB15k_237,85,0.14330260662740066,,,,70.04496788978577
rotate-20250902_083124,rotate,FB15k_237,86,0.14130658160871767,,,,70.71165919303894
rotate-20250902_083124,rotate,FB15k_237,87,0.13909336413007442,,,,71.37397885322571
rotate-20250902_083124,rotate,FB15k_237,88,0.1372553339500844,,,,72.07555985450745
rotate-20250902_083124,rotate,FB15k_237,89,0.13538168244226903,,,,72.84533524513245
rotate-20250902_083124,rotate,FB15k_237,90,0.13500624314688983,,,,73.62728500366211
rotate-20250902_083124,rotate,FB15k_237,91,0.13223580811368835,,,,73.93125867843628
rotate-20250902_083124,rotate,FB15k_237,92,0.13186937831314155,,,,74.57076597213745
rotate-20250902_083124,rotate,FB15k_237,93,0.1299702029484884,,,,75.23260354995728
rotate-20250902_083124,rotate,FB15k_237,94,0.1291090698966713,,,,75.88596796989441
rotate-20250902_083124,rotate,FB15k_237,95,0.1268439821212651,,,,76.5689947605133
rotate-20250902_083124,rotate,FB15k_237,96,0.1255432327956116,,,,77.2793231010437
rotate-20250902_083124,rotate,FB15k_237,97,0.12537258275649585,,,,78.05039381980896
rotate-20250902_083124,rotate,FB15k_237,98,0.12341190649223303,,,,78.80685472488403
rotate-20250902_083124,rotate,FB15k_237,99,0.12322713041406082,,,,79.44309520721436
rotate-20250902_083124,rotate,FB15k_237,100,0.12271354678590647,247.19503784179688,0.24394464492797852,0.4146564014827488,80.11136507987976
